Delivery_person_Age,Delivery_person_Ratings,Order_Date,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Distance_km,Is_Weekend,Prep_Time_min
22,4.9,2022-03-03,Sandstorms,1,Drinks ,motorcycle,0,0,Metropolitian,25,6.232373129283698,0,15.0
30,4.7,2022-03-11,Stormy,3,Meal ,motorcycle,0,0,Metropolitian,26,7.660678233235288,0,5.0
24,4.6,2022-03-01,Sunny,3,Snack ,motorcycle,0,0,Metropolitian,12,4.589965403039351,0,10.0
36,4.6,2022-04-02,Sandstorms,0,Snack ,electric_scooter,1,0,Metropolitian,25,16.90381483815878,1,5.0
37,3.5,2022-02-18,Windy,1,Drinks ,scooter,1,0,Metropolitian,38,19.04234565793013,0,5.0
31,4.8,2022-03-26,Stormy,3,Buffet ,scooter,1,0,Urban,30,7.5735286916855555,1,5.0
24,4.3,2022-03-18,Cloudy,1,Buffet ,scooter,0,0,Metropolitian,37,16.381598593369365,0,5.0
34,4.2,2022-04-03,Sandstorms,0,Buffet ,motorcycle,1,0,Metropolitian,34,1.489789766813,1,5.0
24,4.6,2022-03-25,Windy,1,Snack ,scooter,0,0,Metropolitian,29,20.181059137197778,0,5.0
26,4.9,2022-03-17,Stormy,3,Buffet ,motorcycle,0,0,Metropolitian,28,8.938097379311301,0,10.0
33,4.0,2022-03-08,Cloudy,1,Meal ,scooter,1,0,Metropolitian,33,12.162424445777306,0,15.0
38,4.2,2022-03-08,Sandstorms,3,Meal ,motorcycle,1,0,Metropolitian,41,12.241181140730713,0,10.0
35,4.9,2022-03-30,Stormy,2,Meal ,motorcycle,1,0,Urban,31,6.146746629962817,0,15.0
39,5.0,2022-03-17,Windy,2,Buffet ,motorcycle,0,0,Metropolitian,38,6.210946741810896,0,5.0
37,4.9,2022-03-06,Stormy,0,Drinks ,scooter,1,0,Metropolitian,20,13.583440059634135,1,5.0
20,4.9,2022-03-07,Sunny,2,Drinks ,scooter,1,0,Urban,11,1.5126653201046323,0,5.0
28,3.5,2022-04-06,Sunny,0,Snack ,scooter,1,0,Metropolitian,31,10.868240116750803,0,10.0
25,4.6,2022-04-05,Fog,0,Meal ,motorcycle,1,0,Urban,10,3.1162419915691593,0,15.0
36,4.4,2022-03-28,Stormy,2,Drinks ,scooter,1,0,Metropolitian,32,3.0597099613184353,0,15.0
26,4.7,2022-04-05,Sandstorms,2,Snack ,motorcycle,1,0,Urban,28,3.1045718665451782,0,15.0
37,4.5,2022-04-03,Fog,3,Snack ,scooter,0,0,Metropolitian,28,7.448412467877649,1,10.0
27,4.7,2022-04-04,Windy,3,Meal ,motorcycle,1,0,Metropolitian,17,10.602417764362079,0,5.0
28,4.9,2022-04-06,Sandstorms,0,Drinks ,scooter,1,0,Urban,15,12.464226008964719,0,15.0
35,4.7,2022-03-06,Sandstorms,1,Buffet ,motorcycle,2,0,Metropolitian,43,19.975632175541914,1,15.0
31,4.9,2022-03-18,Sunny,0,Drinks ,scooter,1,0,Urban,18,13.972036025783174,0,5.0
28,5.0,2022-03-16,Cloudy,3,Buffet ,motorcycle,2,0,Metropolitian,42,10.587588203123412,0,10.0
37,4.8,2022-03-06,Fog,0,Snack ,electric_scooter,1,0,Urban,25,12.24085827411391,1,15.0
21,5.0,2022-03-30,Fog,3,Snack ,motorcycle,1,0,Metropolitian,27,9.22083460710881,0,10.0
26,5.0,2022-03-20,Stormy,3,Meal ,scooter,0,0,Metropolitian,24,17.076790574743715,1,10.0
22,4.7,2022-03-16,Sandstorms,3,Drinks ,motorcycle,1,0,Metropolitian,17,16.59866734050554,0,10.0
30,4.5,2022-03-07,Fog,0,Buffet ,scooter,1,0,Metropolitian,19,4.589499486380355,0,5.0
29,4.8,2022-03-12,Fog,0,Drinks ,motorcycle,0,0,Metropolitian,22,10.64105130998624,1,10.0
29,4.7,2022-03-08,NaN,0,Buffet ,motorcycle,1,0,Metropolitian,19,13.582342704260105,0,9.978688077714173
39,4.9,2022-03-24,Sunny,0,Snack ,electric_scooter,0,0,Metropolitian,10,9.2191235676111,0,15.0
22,4.8,2022-04-05,Stormy,0,Meal ,electric_scooter,1,0,Urban,18,1.53058864856925,0,15.0
23,4.8,2022-03-30,Windy,2,Meal ,scooter,1,0,Urban,15,1.5302594894332384,0,5.0
22,4.9,2022-03-02,Windy,3,Snack ,scooter,0,0,Metropolitian,29,12.099122314389794,0,10.0
34,4.8,2022-04-01,Cloudy,3,Drinks ,motorcycle,1,0,Metropolitian,27,9.121421674135904,0,15.0
21,4.6,2022-03-24,Fog,3,Snack ,electric_scooter,0,0,Metropolitian,33,9.193014472266961,0,10.0
35,4.7,2022-03-17,Stormy,3,Buffet ,electric_scooter,1,0,Metropolitian,25,9.315745361545886,0,15.0
37,4.4,2022-03-17,Stormy,2,Buffet ,scooter,1,0,Metropolitian,32,5.958847028253639,0,5.0
29,4.7,2022-03-07,NaN,0,Meal ,electric_scooter,1,0,Metropolitian,18,7.7625474744641085,0,9.978688077714173
30,4.7,2022-04-03,Sunny,1,Drinks ,scooter,0,0,Metropolitian,22,6.2323920207909005,1,10.0
23,5.0,2022-03-15,Fog,2,Buffet ,motorcycle,1,0,Metropolitian,29,6.232193723015724,0,10.0
26,4.8,2022-02-12,Sandstorms,3,Meal ,electric_scooter,1,0,Metropolitian,24,19.839642357285015,1,10.0
29,4.7,2022-03-19,Sunny,0,Drinks ,scooter,0,0,Metropolitian,11,1.5148048951935007,1,9.978688077714173
27,4.5,2022-03-03,Sandstorms,1,Meal ,motorcycle,1,0,Metropolitian,23,4.537513326842717,0,15.0
26,4.6,2022-03-26,Sandstorms,3,Snack ,scooter,1,0,Metropolitian,23,4.56096495080353,1,5.0
25,4.6,2022-02-17,Stormy,0,Buffet ,motorcycle,1,0,Urban,17,3.0882379795300396,0,15.0
31,4.7,2022-03-02,Sunny,0,Drinks ,motorcycle,1,0,Urban,19,17.097896810816284,0,5.0
25,4.9,2022-03-11,Fog,0,Drinks ,motorcycle,1,0,Urban,16,4.663438748149054,0,10.0
35,4.9,2022-02-15,Cloudy,0,Buffet ,scooter,0,0,Metropolitian,15,8.810784525898955,0,15.0
35,4.0,2022-03-21,Fog,3,Buffet ,motorcycle,1,0,Metropolitian,34,9.17813837505589,0,5.0
35,4.6,2022-03-21,Windy,3,Meal ,scooter,1,0,Metropolitian,25,9.181151801248024,0,15.0
38,4.9,2022-03-01,Stormy,0,Meal ,electric_scooter,1,0,Urban,27,3.104463374954771,0,15.0
27,4.8,2022-03-14,Sandstorms,3,Drinks ,motorcycle,1,0,Metropolitian,29,12.420599246806638,0,15.0
31,4.8,2022-03-21,Cloudy,1,Buffet ,motorcycle,0,0,Metropolitian,25,4.657528074267875,0,5.0
35,4.6,2022-03-12,Stormy,0,Meal ,motorcycle,0,0,Urban,21,10.906432552887628,1,10.0
35,4.8,2022-03-26,Sunny,3,Buffet ,motorcycle,1,0,Metropolitian,22,4.610120317988261,1,10.0
30,5.0,2022-03-26,Sandstorms,1,Meal ,motorcycle,1,0,Metropolitian,32,6.128850978538233,1,5.0
27,4.6,2022-03-17,Cloudy,1,Buffet ,scooter,0,0,Urban,12,4.610405794808594,0,5.0
36,4.1,2022-03-24,Cloudy,2,Meal ,motorcycle,1,0,Metropolitian,31,6.210849324534313,0,5.0
28,4.0,2022-03-01,Cloudy,2,Snack ,motorcycle,1,0,Metropolitian,32,3.1162385581768866,0,10.0
25,4.9,2022-03-11,Sandstorms,3,Meal ,motorcycle,1,0,Metropolitian,10,7.66095172081025,0,10.0
33,4.7,2022-02-17,Stormy,3,Snack ,motorcycle,1,0,Metropolitian,32,8.810784525898955,0,15.0
34,4.8,2022-03-05,Sandstorms,1,Meal ,motorcycle,0,0,Metropolitian,33,9.348298807291807,1,10.0
35,4.7,2022-03-12,Cloudy,3,Snack ,motorcycle,2,0,Metropolitian,51,20.205788522337425,1,10.0
31,4.7,2022-03-02,Windy,0,Buffet ,motorcycle,1,0,Metropolitian,21,16.659917302375394,0,15.0
30,3.9,2022-03-06,Stormy,3,Drinks ,scooter,1,0,Metropolitian,33,19.62041929653999,1,15.0
20,4.7,2022-04-05,Stormy,0,Meal ,scooter,0,0,Metropolitian,16,1.5368293119662577,0,5.0
21,4.2,2022-03-04,Stormy,1,Snack ,motorcycle,2,0,Metropolitian,33,13.99001950805727,0,10.0
30,3.5,2022-03-14,Windy,3,Drinks ,motorcycle,2,1,Metropolitian,43,13.68160171925017,0,15.0
25,4.7,2022-03-28,Windy,2,Drinks ,scooter,1,0,Urban,11,3.0734537599377685,0,10.0
32,4.9,2022-03-08,Fog,3,Drinks ,scooter,2,0,Metropolitian,41,10.64201906419996,0,15.0
30,3.9,2022-03-14,Stormy,3,Buffet ,scooter,2,0,Metropolitian,43,13.830084721845328,0,10.0
21,4.4,2022-03-15,Sandstorms,0,Drinks ,motorcycle,1,0,Metropolitian,20,1.5525879817947141,0,5.0
29,4.5,2022-03-21,Sunny,3,Buffet ,motorcycle,0,1,Urban,53,7.7625474744641085,0,5.0
24,4.7,2022-03-30,Windy,2,Meal ,scooter,1,0,Urban,20,6.03744523636816,0,5.0
26,4.2,2022-04-05,Cloudy,3,Buffet ,motorcycle,1,0,Metropolitian,31,4.674174529063472,0,15.0
29,4.7,2022-03-17,NaN,0,Snack ,scooter,1,0,Metropolitian,16,9.326616348118744,0,9.978688077714173
29,4.9,2022-03-26,Sunny,0,Meal ,motorcycle,0,0,Metropolitian,12,9.327055824816654,1,10.0
39,4.8,2022-04-03,Sunny,0,Meal ,motorcycle,0,0,Urban,21,3.0407893988053885,1,15.0
39,4.6,2022-03-15,Fog,0,Meal ,electric_scooter,0,0,Urban,18,4.560738018710785,0,15.0
38,4.8,2022-02-15,Sunny,0,Snack ,electric_scooter,1,0,Metropolitian,15,1.5439076805320382,0,5.0
36,4.6,2022-03-25,Sunny,0,Buffet ,motorcycle,1,0,Urban,27,13.971881683316301,0,5.0
24,4.8,2022-02-13,Windy,3,Snack ,motorcycle,1,0,Metropolitian,23,7.550012438488936,1,10.0
24,4.7,2022-03-26,Stormy,2,Drinks ,scooter,1,0,Urban,10,1.5580739318105787,1,15.0
34,4.4,2022-03-20,Cloudy,3,Drinks ,motorcycle,1,1,Metropolitian,46,13.77076958377127,1,10.0
28,4.8,2022-03-12,Sandstorms,0,Meal ,motorcycle,1,0,Metropolitian,16,16.90314234117986,1,5.0
33,4.6,2022-03-01,Windy,3,Meal ,electric_scooter,0,0,Urban,25,7.772241951547949,0,5.0
25,4.4,2022-03-25,Fog,3,Meal ,motorcycle,1,0,Metropolitian,35,12.435204072231338,0,5.0
24,4.6,2022-03-09,Cloudy,3,Meal ,motorcycle,1,0,Metropolitian,34,4.527973054243058,0,5.0
24,4.3,2022-04-05,Windy,0,Drinks ,motorcycle,1,0,Metropolitian,22,9.348431884826278,0,5.0
31,4.1,2022-03-01,Stormy,0,Meal ,motorcycle,1,0,Metropolitian,22,2.9794969556315394,0,5.0
22,4.4,2022-03-20,Fog,3,Snack ,motorcycle,2,0,Metropolitian,39,16.72146713385881,1,10.0
29,4.6,2022-03-28,Fog,0,Meal ,motorcycle,1,0,Metropolitian,15,4.537601588065108,0,5.0
28,4.8,2022-03-19,Fog,0,Meal ,scooter,0,0,Metropolitian,13,7.60136893811491,1,15.0
30,4.6,2022-02-15,Cloudy,3,Snack ,motorcycle,1,0,Metropolitian,34,4.578869084677205,0,5.0
26,4.8,2022-03-16,Windy,1,Meal ,scooter,1,0,Urban,20,20.183799025948787,0,5.0
23,4.7,2022-02-11,Cloudy,2,Snack ,motorcycle,1,0,Metropolitian,31,6.242341033681714,0,15.0
34,4.8,2022-03-19,Windy,3,Buffet ,scooter,1,0,Metropolitian,26,7.562333809640329,1,15.0
31,4.3,2022-03-18,Fog,3,Drinks ,scooter,0,0,Semi-Urban,46,17.13737798601516,0,15.0
25,3.9,2022-03-13,Sunny,2,Meal ,motorcycle,0,0,Urban,43,3.0188284633848217,1,10.0
33,4.9,2022-03-26,Fog,2,Drinks ,motorcycle,0,0,Urban,27,6.037448590044755,1,5.0
38,4.7,2022-03-05,Fog,0,Drinks ,motorcycle,1,0,Metropolitian,17,7.5735237341835395,1,10.0
38,4.5,2022-03-24,Stormy,0,Snack ,motorcycle,0,0,Urban,22,4.528225009313327,0,5.0
38,5.0,2022-04-02,Stormy,0,Drinks ,scooter,1,0,Metropolitian,28,17.07661742698135,1,5.0
21,4.8,2022-03-12,Stormy,1,Meal ,scooter,1,0,Metropolitian,21,10.906036622245482,1,5.0
32,4.6,2022-02-14,Sunny,3,Buffet ,scooter,1,0,Urban,19,16.476590576083705,0,15.0
33,4.8,2022-03-14,Stormy,0,Snack ,motorcycle,0,0,Urban,28,12.418029175076608,0,5.0
33,4.8,2022-02-13,Windy,0,Snack ,motorcycle,1,0,Metropolitian,27,1.492362579262321,1,5.0
28,5.0,2022-03-28,Stormy,0,Drinks ,scooter,0,0,Metropolitian,17,1.5527615060238593,0,15.0
20,4.7,2022-03-18,Windy,0,Buffet ,motorcycle,0,0,Metropolitian,13,10.5864846162781,0,10.0
36,4.7,2022-03-13,Fog,0,Snack ,electric_scooter,1,0,Urban,19,7.601265908224463,1,15.0
23,4.9,2022-03-20,Stormy,3,Drinks ,motorcycle,1,0,Metropolitian,26,13.680927409309072,1,15.0
24,4.9,2022-03-25,Sunny,1,Snack ,electric_scooter,0,0,Metropolitian,13,13.989450296958767,0,5.0
29,4.7,2022-03-30,NaN,0,Drinks ,motorcycle,1,0,Urban,15,9.074573554008944,0,9.978688077714173
22,4.8,2022-03-15,Cloudy,0,Snack ,motorcycle,1,0,Urban,24,1.5526813140972442,0,10.0
36,4.6,2022-03-16,Sunny,3,Drinks ,motorcycle,1,0,Metropolitian,33,13.584306064167167,0,5.0
21,4.7,2022-03-10,Windy,1,Buffet ,electric_scooter,1,0,Metropolitian,16,20.205788522337425,0,5.0
21,4.9,2022-03-24,Sunny,0,Snack ,motorcycle,1,0,Metropolitian,22,1.5367469794092732,0,10.0
32,4.6,2022-02-12,Stormy,3,Meal ,motorcycle,3,0,Metropolitian,45,12.484587017091192,1,10.0
33,4.9,2022-03-13,Windy,1,Meal ,motorcycle,0,0,Metropolitian,32,4.657528074267875,1,15.0
33,4.7,2022-04-01,Fog,0,Buffet ,motorcycle,0,0,Urban,15,1.5294841760997977,0,15.0
22,4.7,2022-03-04,Stormy,3,Snack ,scooter,1,0,Urban,26,12.463861442061555,0,10.0
36,4.6,2022-03-23,Windy,1,Drinks ,motorcycle,1,0,Urban,24,10.906470984869689,0,5.0
36,3.9,2022-02-14,Cloudy,0,Buffet ,electric_scooter,1,0,Metropolitian,38,11.937162485471495,0,5.0
33,4.7,2022-03-06,Sunny,3,Snack ,electric_scooter,1,0,Metropolitian,28,19.617929437389435,1,15.0
29,4.6,2022-03-01,Fog,1,Drinks ,scooter,0,0,Urban,15,9.087972744661085,0,10.0
36,4.9,2022-03-20,Cloudy,0,Buffet ,motorcycle,2,0,Urban,41,20.17741678822261,1,5.0
30,4.7,2022-03-15,Fog,0,Snack ,electric_scooter,1,0,Metropolitian,18,4.469166522803337,0,15.0
34,4.6,2022-03-04,Windy,0,Snack ,motorcycle,0,0,Metropolitian,24,19.880040740546,0,15.0
26,4.9,2022-03-18,Stormy,3,Buffet ,scooter,0,0,Metropolitian,29,16.388699354723066,0,10.0
25,4.9,2022-03-16,Cloudy,0,Snack ,motorcycle,1,0,Metropolitian,21,16.826241648658115,0,15.0
32,4.8,2022-03-24,Sunny,0,Snack ,motorcycle,1,0,Metropolitian,26,3.1089836948124367,0,15.0
22,5.0,2022-03-29,Sunny,1,Drinks ,motorcycle,0,0,Urban,16,10.906257371570659,0,10.0
35,4.6,2022-03-03,Windy,1,Meal ,motorcycle,0,0,Metropolitian,29,6.14707622035735,0,15.0
25,4.9,2022-03-07,Sunny,3,Buffet ,motorcycle,1,0,Metropolitian,16,9.348431884826278,0,10.0
38,4.6,2022-03-28,Fog,0,Drinks ,motorcycle,1,0,Metropolitian,29,1.5580766213086716,0,5.0
29,4.8,2022-04-05,Stormy,0,Drinks ,motorcycle,1,0,Metropolitian,19,4.657590955429781,0,5.0
36,4.8,2022-03-25,Fog,0,Drinks ,scooter,0,0,Urban,30,16.6594405791231,0,10.0
20,4.7,2022-02-17,Fog,0,Buffet ,motorcycle,0,0,Metropolitian,12,4.631691361204381,0,10.0
31,4.6,2022-03-13,Windy,2,Buffet ,scooter,1,0,Metropolitian,27,1.5322531674035038,1,15.0
20,4.9,2022-03-21,Stormy,1,Snack ,scooter,1,0,Metropolitian,26,4.544208221887867,0,5.0
39,4.2,2022-04-06,Sandstorms,3,Snack ,scooter,1,0,Metropolitian,32,16.822056546203214,0,10.0
30,4.1,2022-04-04,Cloudy,3,Buffet ,motorcycle,1,0,Metropolitian,48,16.641014927987907,0,5.0
28,4.9,2022-03-30,Sunny,1,Meal ,motorcycle,1,0,Metropolitian,19,7.448412467877649,0,15.0
35,4.5,2022-02-12,Sunny,3,Snack ,scooter,0,0,Metropolitian,18,16.982276917763187,1,15.0
23,4.9,2022-02-17,Fog,1,Snack ,motorcycle,1,0,Urban,12,7.441053171025902,0,15.0
28,4.9,2022-03-03,Sunny,3,Snack ,scooter,0,0,Metropolitian,19,7.761779919073711,0,10.0
32,4.2,2022-03-21,Sandstorms,0,Buffet ,motorcycle,1,0,Metropolitian,20,3.1162228846223834,0,5.0
23,4.6,2022-03-01,Windy,3,Snack ,motorcycle,2,0,Metropolitian,37,7.601876617115989,0,5.0
34,4.6,2022-04-05,Stormy,1,Drinks ,motorcycle,0,0,Metropolitian,30,7.601385733164932,0,10.0
39,3.9,2022-03-23,Stormy,1,Snack ,motorcycle,0,0,Metropolitian,38,12.161069532201358,0,10.0
30,4.7,2022-03-01,Sunny,0,Drinks ,scooter,0,0,Metropolitian,13,3.0585514953413155,0,15.0
38,4.4,2022-04-06,Fog,1,Meal ,scooter,2,0,Metropolitian,39,10.865084189986677,0,5.0
29,4.7,2022-03-26,Sandstorms,0,Snack ,motorcycle,1,0,Metropolitian,29,3.1051141624973875,1,9.978688077714173
32,4.8,2022-03-09,Fog,0,Buffet ,motorcycle,0,0,Metropolitian,17,3.0294405603131453,0,15.0
29,4.7,2022-03-21,NaN,0,Buffet ,scooter,0,0,Metropolitian,26,4.657987774595948,0,9.978688077714173
38,4.7,2022-03-06,Windy,0,Snack ,scooter,0,0,Metropolitian,18,19.362740471251666,1,10.0
26,4.7,2022-03-10,Windy,1,Snack ,motorcycle,1,0,Urban,20,17.09752652782741,0,15.0
25,4.6,2022-02-15,Cloudy,3,Meal ,scooter,0,0,Urban,30,4.494166054627451,0,5.0
32,4.1,2022-02-13,Sandstorms,1,Snack ,motorcycle,1,0,Metropolitian,33,7.490186773135625,1,15.0
32,4.7,2022-04-05,Sunny,0,Meal ,scooter,1,0,Urban,19,7.772466272035551,0,15.0
28,4.6,2022-02-13,Cloudy,1,Meal ,motorcycle,1,0,Urban,18,5.992276327991794,1,15.0
22,2.6,2022-03-10,Sunny,0,Snack ,scooter,1,0,Metropolitian,44,19.91296718928853,0,5.0
25,4.5,2022-02-13,Cloudy,0,Drinks ,scooter,0,0,Metropolitian,17,1.5135833475075773,1,5.0
37,4.6,2022-03-12,Sandstorms,1,Drinks ,electric_scooter,0,0,Metropolitian,22,13.969116967730173,1,5.0
34,4.9,2022-03-10,Fog,0,Buffet ,scooter,0,0,Metropolitian,25,16.637054384885012,0,15.0
21,4.7,2022-03-15,Sandstorms,1,Snack ,motorcycle,0,0,Metropolitian,14,7.601362669750945,0,10.0
32,4.4,2022-03-29,Cloudy,1,Meal ,scooter,0,0,Metropolitian,32,19.883251553020397,0,15.0
20,4.9,2022-03-07,Windy,1,Snack ,motorcycle,1,0,Metropolitian,21,7.790314135591859,0,5.0
26,4.7,2022-03-13,Sandstorms,0,Buffet ,motorcycle,1,0,Metropolitian,19,9.179538450826046,1,15.0
33,4.6,2022-03-15,Stormy,1,Buffet ,motorcycle,1,0,Metropolitian,27,4.544194013501194,0,15.0
38,4.5,2022-03-26,Cloudy,2,Snack ,motorcycle,0,0,Metropolitian,26,3.0250984842245745,1,15.0
34,4.6,2022-02-16,Fog,1,Meal ,motorcycle,1,0,Metropolitian,45,16.114177482114304,0,10.0
29,5.0,2022-03-10,Windy,0,Drinks ,scooter,1,0,Metropolitian,10,19.974163074784503,0,5.0
22,4.9,2022-02-15,Windy,2,Drinks ,motorcycle,1,0,Metropolitian,18,1.5137004246299195,0,10.0
39,4.6,2022-03-05,Fog,1,Drinks ,electric_scooter,0,0,Metropolitian,17,4.560903158461033,1,15.0
34,4.7,2022-03-24,Cloudy,0,Snack ,scooter,1,0,Metropolitian,19,1.554508559519504,0,10.0
21,4.6,2022-03-26,Sandstorms,0,Snack ,motorcycle,1,0,Metropolitian,11,3.063638579712219,1,5.0
36,3.5,2022-03-25,Sunny,3,Buffet ,scooter,1,0,Metropolitian,34,12.463970105023904,0,15.0
25,4.8,2022-02-14,Stormy,0,Buffet ,motorcycle,1,0,Metropolitian,19,13.89593366321021,0,5.0
28,4.8,2022-02-12,Sandstorms,1,Buffet ,motorcycle,0,0,Metropolitian,21,20.507595969741477,1,15.0
28,4.8,2022-03-05,Sandstorms,2,Drinks ,motorcycle,1,0,Urban,15,3.064404727369966,1,15.0
36,4.9,2022-02-15,Sandstorms,0,Buffet ,scooter,0,0,Metropolitian,28,1.492347495243951,0,15.0
22,4.9,2022-04-06,Sandstorms,3,Snack ,scooter,1,0,Metropolitian,28,10.906432552887628,0,15.0
28,4.7,2022-03-23,Sandstorms,1,Snack ,motorcycle,1,0,Metropolitian,28,12.43584244017328,0,5.0
35,4.8,2022-02-12,Windy,3,Snack ,motorcycle,2,0,Metropolitian,43,10.924344981907156,1,10.0
37,4.7,2022-03-10,Sunny,1,Drinks ,scooter,1,0,Urban,29,10.867258681532135,0,15.0
39,4.7,2022-03-01,Sunny,0,Meal ,motorcycle,1,0,Metropolitian,27,3.040666798077057,0,5.0
38,4.1,2022-03-29,Windy,1,Buffet ,scooter,1,0,Metropolitian,36,20.178100872931342,0,15.0
32,4.1,2022-04-02,Sunny,1,Snack ,motorcycle,1,0,Metropolitian,34,12.293207925868513,1,5.0
33,4.9,2022-04-05,Fog,0,Buffet ,motorcycle,1,0,Metropolitian,15,1.5093844931452696,0,15.0
35,5.0,2022-03-27,Sunny,3,Meal ,motorcycle,1,0,Metropolitian,25,17.078934089494954,1,15.0
23,5.0,2022-02-14,Fog,3,Drinks ,scooter,0,0,Metropolitian,30,10.923515441756813,0,15.0
35,4.9,2022-03-26,Fog,3,Meal ,motorcycle,1,0,Metropolitian,25,7.7635043374686274,1,10.0
35,4.6,2022-02-11,Windy,1,Meal ,motorcycle,1,0,Metropolitian,26,4.579067429409076,0,5.0
26,4.8,2022-03-11,Cloudy,3,Meal ,scooter,1,0,Metropolitian,33,9.348403522662325,0,15.0
28,4.7,2022-02-11,Cloudy,2,Snack ,scooter,1,0,Urban,20,3.12109153947145,0,15.0
32,4.8,2022-03-31,Fog,3,Meal ,motorcycle,1,1,Urban,52,16.851359915661256,0,5.0
25,4.3,2022-03-19,Stormy,0,Buffet ,motorcycle,1,0,Metropolitian,27,8.938177476637758,1,5.0
36,4.8,2022-03-19,Sandstorms,0,Snack ,motorcycle,1,0,Urban,28,3.064627592336888,1,10.0
25,4.6,2022-03-05,Stormy,0,Drinks ,motorcycle,0,0,Metropolitian,14,4.46931202175492,1,10.0
22,4.7,2022-04-01,Sunny,3,Drinks ,motorcycle,0,0,Metropolitian,16,9.32635938574064,0,15.0
25,4.7,2022-03-24,Stormy,1,Drinks ,scooter,0,0,Metropolitian,24,9.121036990826918,0,15.0
33,4.8,2022-03-05,Sunny,0,Meal ,scooter,1,0,Urban,15,3.025377321543807,1,5.0
25,4.9,2022-02-18,Cloudy,3,Drinks ,electric_scooter,1,0,Metropolitian,31,12.108706523152946,0,5.0
24,4.8,2022-03-27,Windy,1,Meal ,motorcycle,1,0,Metropolitian,38,16.830914549955864,1,15.0
35,4.8,2022-03-24,Fog,0,Snack ,motorcycle,1,0,Metropolitian,21,4.657597469270872,0,5.0
36,4.7,2022-03-16,Sandstorms,0,Drinks ,motorcycle,1,0,Metropolitian,24,13.788947117364545,0,15.0
34,4.7,2022-03-12,Sandstorms,3,Meal ,scooter,1,0,Metropolitian,25,13.611544388190575,1,15.0
24,4.8,2022-03-09,Fog,3,Drinks ,scooter,1,0,Metropolitian,23,9.314965469327513,0,5.0
20,4.8,2022-03-17,Cloudy,1,Meal ,scooter,1,0,Urban,14,6.232241741133436,0,10.0
21,4.7,2022-03-05,Windy,0,Buffet ,motorcycle,0,0,Metropolitian,13,9.349055143284817,1,15.0
29,4.7,2022-03-24,Fog,1,Buffet ,scooter,1,0,Metropolitian,19,6.209250269756872,0,9.978688077714173
39,5.0,2022-03-12,Sunny,1,Meal ,scooter,0,0,Urban,28,10.58695309692162,1,15.0
29,4.4,2022-03-23,Stormy,3,Buffet ,motorcycle,1,0,Metropolitian,39,19.915298664494234,0,15.0
20,4.9,2022-03-11,Sunny,1,Meal ,motorcycle,1,0,Metropolitian,11,6.210106489026999,0,15.0
39,4.4,2022-04-01,Fog,3,Meal ,motorcycle,1,0,Metropolitian,36,7.450285845946469,0,10.0
33,4.9,2022-02-17,Cloudy,1,Meal ,scooter,0,0,Urban,15,6.242318682701243,0,15.0
30,3.9,2022-02-16,Sandstorms,3,Snack ,motorcycle,1,0,Metropolitian,35,10.416963824321584,0,5.0
30,4.7,2022-03-11,Sandstorms,2,Buffet ,scooter,1,0,Metropolitian,25,6.210030477135088,0,10.0
31,5.0,2022-04-05,Stormy,0,Buffet ,motorcycle,0,0,Metropolitian,22,3.0408940852046724,0,15.0
25,5.0,2022-03-31,Sandstorms,0,Snack ,motorcycle,1,0,Metropolitian,24,16.849939918016496,0,15.0
24,4.0,2022-03-28,Windy,3,Buffet ,motorcycle,1,0,Metropolitian,33,7.64537402705469,0,10.0
34,4.6,2022-03-01,Stormy,0,Drinks ,motorcycle,0,0,Metropolitian,21,3.0251533668867396,0,5.0
31,4.9,2022-03-19,Cloudy,3,Drinks ,motorcycle,1,0,Metropolitian,30,9.182882169250194,1,10.0
20,4.7,2022-03-20,Fog,0,Drinks ,motorcycle,1,0,Metropolitian,29,20.20631581133856,1,10.0
29,4.7,2022-03-23,NaN,0,Meal ,electric_scooter,0,0,Metropolitian,39,10.906065218662736,0,9.978688077714173
25,5.0,2022-03-13,Cloudy,1,Drinks ,scooter,0,0,Urban,17,5.958963420481106,1,10.0
27,4.8,2022-04-03,Cloudy,0,Meal ,motorcycle,1,0,Urban,12,7.6596877195057695,1,10.0
25,4.6,2022-03-20,Fog,3,Snack ,electric_scooter,1,1,Metropolitian,41,13.787803344501583,1,15.0
29,4.5,2022-03-04,Fog,3,Meal ,motorcycle,3,0,Metropolitian,47,10.906379374468557,0,5.0
27,4.8,2022-03-18,Sandstorms,3,Buffet ,electric_scooter,0,0,Metropolitian,27,12.463970105023904,0,5.0
21,4.9,2022-03-16,Sandstorms,0,Snack ,scooter,1,0,Metropolitian,19,10.865464603780389,0,5.0
22,5.0,2022-03-24,Cloudy,3,Meal ,motorcycle,0,0,Metropolitian,24,7.546888128063204,0,10.0
21,4.8,2022-03-15,Fog,3,Drinks ,motorcycle,1,0,Metropolitian,20,9.220316822180319,0,15.0
25,4.9,2022-03-21,Fog,0,Drinks ,motorcycle,1,0,Metropolitian,24,4.66345622976206,0,5.0
23,4.4,2022-03-01,Stormy,0,Buffet ,motorcycle,1,0,Metropolitian,20,3.1088209178699793,0,10.0
34,4.8,2022-03-05,Sunny,3,Meal ,scooter,0,0,Urban,16,4.537989684962583,1,5.0
